Title,Year,Inflation_Rank,Adj. Domestic Lifetime Gross,Est. Num Tickets,Worldwide Rank,Worldwide Lifetime Gross,Domestic Lifetime Gross,Domestic %,Foreign Lifetime Gross,Foreign %,Production Budget
Wall Street,,,,,,,,,,,"$15,000,000"
Waterloo,,,,,,,,,,,"$25,000,000"
The Wrong Man,,,,,,,,,,,"$1,200,000"
Woman Chaser,,,,,,,,,,,"$150,000"
Wings,,,,,,,,,,,"$2,000,000"
We're No Angels,,,,,,,,,,,"$20,000,000"
Wolf,,,,,,,,,,,"$70,000,000"
Warriors of Virtue,,,,,,,,,,,"$35,000,000"
War Games,,,,,,,,,,,"$12,000,000"
Warlock,,,,,,,,,,,"$7,000,000"
War and Peace,,,,,,,,,,,"$6,000,000"
Warlock: The Armageddon,,,,,,,,,,,"$3,000,000"
Wasabi,,,,,,,,,,,"$15,300,000"
When The Cat's Away,,,,,,,,,,,"$300,000"
Welcome to the Dollhouse,,,,,,,,,,,"$800,000"
Witness,,,,,,,,,,,"$12,000,000"
Waterworld,,,,,,,,,,,"$175,000,000"
Willy Wonka & the Chocolate Factory,,,,,,,,,,,"$3,000,000"
Wayne's World,,,,,,,,,,,"$20,000,000"
Wyatt Earp,,,,,,,,,,,"$63,000,000"
The Wizard of Oz,,,,,,,,,,,"$2,777,000"
Executive Decision,,,,,,,,,,,"$55,000,000"
Exodus,,,,,,,,,,,"$4,000,000"
Extreme Measures,,,,,,,,,,,"$38,000,000"
You Can't Take It With You,,,,,,,,,,,"$1,644,000"
Eye for an Eye,,,,,,,,,,,"$20,000,000"
Young Guns,,,,,,,,,,,"$13,000,000"
Yentl,,,,,,,,,,,"$12,000,000"
You Only Live Twice,,,,,,,,,,,"$9,500,000"
Ayurveda: Art of Being,,,,,,,,,,,"$300,000"
Young Sherlock Holmes,,,,,,,,,,,"$18,000,000"
102 Dalmatians,,,,,,,,,,,"$85,000,000"
Ten Things I Hate About You,,,,,,,,,,,"$13,000,000"
"10,000 B.C.",,,,,,,,,,,"$105,000,000"
10th & Wolf,,,,,,,,,,,"$8,000,000"
11:14,,,,,,,,,,,"$6,000,000"
Cloverfield,,,,,,,,,,,"$25,000,000"
12 Rounds,,,,,,,,,,,"$20,000,000"
Thirteen Conversations About One Thing,,,,,,,,,,,"$3,000,000"
13 Going On 30,,,,,,,,,,,"$30,000,000"
Thirteen Ghosts,,,,,,,,,,,"$19,000,000"
1408,,,,,,,,,,,"$22,500,000"
15 Minutes,,,,,,,,,,,"$42,000,000"
16 to Life,,,,,,,,,,,"$1,000,000"
16 Blocks,,,,,,,,,,,"$45,000,000"
One Man's Hero,,,,,,,,,,,"$18,000,000"
First Daughter,,,,,,,,,,,"$30,000,000"
2012,,,,,,,,,,,"$200,000,000"
2046,,,,,,,,,,,"$12,000,000"
20 Dates,,,,,,,,,,,"$66,000"
21,,,,,,,,,,,"$35,000,000"
21 Grams,,,,,,,,,,,"$20,000,000"
25th Hour,,,,,,,,,,,"$4,500,000"
28 Days,,,,,,,,,,,"$43,000,000"
28 Days Later...,,,,,,,,,,,"$15,000,000"
28 Weeks Later,,,,,,,,,,,"$15,000,000"
Two Brothers,,,,,,,,,,,"$72,000,000"
Cop Out,,,,,,,,,,,"$37,000,000"
Two Lovers,,,,,,,,,,,"$12,000,000"
2 For the Money,,,,,,,,,,,"$20,000,000"
Secondhand Lions,,,,,,,,,,,"$30,000,000"
Two Can Play That Game,,,,,,,,,,,"$13,000,000"
Two Weeks Notice,,,,,,,,,,,"$60,000,000"
300,,,,,,,,,,,"$60,000,000"
30 Days of Night,,,,,,,,,,,"$30,000,000"
Three Kings,,,,,,,,,,,"$48,000,000"
3000 Miles to Graceland,,,,,,,,,,,"$62,000,000"
3 Strikes,,,,,,,,,,,"$4,000,000"
3:10 to Yuma,,,,,,,,,,,"$48,000,000"
40 Days and 40 Nights,,,,,,,,,,,"$17,000,000"
The 40 Year-old Virgin,,,,,,,,,,,"$26,000,000"
Four Brothers,,,,,,,,,,,"$30,000,000"
Four Christmases,,,,,,,,,,,"$80,000,000"
The Four Feathers,,,,,,,,,,,"$35,000,000"
The Fourth Kind,,,,,,,,,,,"$10,000,000"
"4 luni, 3 saptamani si 2 zile",,,,,,,,,,,"$900,000"
50 First Dates,,,,,,,,,,,"$75,000,000"
Six-String Samurai,,,,,,,,,,,"$2,000,000"
The 6th Day,,,,,,,,,,,"$82,000,000"
Seven Pounds,,,,,,,,,,,"$54,000,000"
88 Minutes,,,,,,,,,,,"$30,000,000"
Eight Below,,,,,,,,,,,"$40,000,000"
Eight Legged Freaks,,,,,,,,,,,"$30,000,000"
8 Mile,,,,,,,,,,,"$41,000,000"
8 femmes,,,,,,,,,,,"$8,000,000"
9,,,,,,,,,,,"$30,000,000"
Nine Queens,,,,,,,,,,,"$1,500,000"
The Whole Ten Yards,,,,,,,,,,,"$30,000,000"
The Whole Nine Yards,,,,,,,,,,,"$24,000,000"
About a Boy,,,,,,,,,,,"$27,000,000"
A Bug's Life,,,,,,,,,,,"$45,000,000"
Abandon,,,,,,,,,,,"$25,000,000"
Absolute Power,,,,,,,,,,,"$50,000,000"
Tristram Shandy: A Cock and Bull Story,,,,,,,,,,,"$4,750,000"
Adoration,,,,,,,,,,,"$4,000,000"
Adaptation,,,,,,,,,,,"$18,500,000"
Anything Else,,,,,,,,,,,"$18,000,000"
Antwone Fisher,,,,,,,,,,,"$12,500,000"
Aeon Flux,,,,,,,,,,,"$55,000,000"
After the Sunset,,,,,,,,,,,"$57,000,000"
A Good Year,,,,,,,,,,,"$35,000,000"
Agora,,,,,,,,,,,"$70,000,000"
Air Bud,,,,,,,,,,,"$3,000,000"
Air Force One,,,,,,,,,,,"$85,000,000"
Akeelah and the Bee,,,,,,,,,,,"$8,000,000"
All the King's Men,,,,,,,,,,,"$55,000,000"
All About the Benjamins,,,,,,,,,,,"$14,000,000"
Albino Alligator,,,,,,,,,,,"$5,000,000"
Sweet Home Alabama,,,,,,,,,,,"$38,000,000"
Fat Albert,,,,,,,,,,,"$45,000,000"
Alfie,,,,,,,,,,,"$40,000,000"
It's All Gone Pete Tong,,,,,,,,,,,"$2,000,000"
Ali,,,,,,,,,,,"$109,000,000"
Alien: Resurrection,,,,,,,,,,,"$60,000,000"
Alien,,,,,,,,,,,"$9,000,000"
A Lot Like Love,,,,,,,,,,,"$25,000,000"
All the Pretty Horses,,,,,,,,,,,"$45,000,000"
Almost Famous,,,,,,,,,,,"$60,000,000"
Evan Almighty,,,,,,,,,,,"$175,000,000"
All or Nothing,,,,,,,,,,,"$9,000,000"
Alone in the Dark,,,,,,,,,,,"$20,000,000"
Alpha and Omega 3D,,,,,,,,,,,"$20,000,000"
Along Came a Spider,,,,,,,,,,,"$28,000,000"
The Dangerous Lives of Altar Boys,,,,,,,,,,,"$12,000,000"
Alatriste,,,,,,,,,,,"$28,000,000"
Alvin and the Chipmunks,,,,,,,,,,,"$55,000,000"
Alex & Emma,,,,,,,,,,,"$30,000,000"
Alexander,,,,,,,,,,,"$155,000,000"
El Crimen de Padre,,,,,,,,,,,"$1,800,000"
American Beauty,,,,,,,,,,,"$15,000,000"
An American Carol,,,,,,,,,,,"$20,000,000"
American Dreamz,,,,,,,,,,,"$17,000,000"
Amelia,,,,,,,,,,,"$40,000,000"
Le Fabuleux destin d'AmÈlie Poulain,,,,,,,,,,,"$10,350,000"
American History X,,,,,,,,,,,"$10,000,000"
American Gangster,,,,,,,,,,,"$100,000,000"
An American Haunting,,,,,,,,,,,"$14,000,000"
Amistad,,,,,,,,,,,"$40,000,000"
AimÈe & Jaguar,,,,,,,,,,,"$6,800,000"
Amores Perros,,,,,,,,,,,"$2,000,000"
American Pie 2,,,,,,,,,,,"$30,000,000"
American Wedding,,,,,,,,,,,"$55,000,000"
American Pie,,,,,,,,,,,"$12,000,000"
American Psycho,,,,,,,,,,,"$8,000,000"
American Splendor,,,,,,,,,,,"$2,000,000"
America's Sweethearts,,,,,,,,,,,"$46,000,000"
The Amityville Horror,,,,,,,,,,,"$18,500,000"
Anacondas: The Hunt for the Blood Orchid,,,,,,,,,,,"$25,000,000"
Anaconda,,,,,,,,,,,"$45,000,000"
Anastasia,,,,,,,,,,,"$53,000,000"
Anchorman: The Legend of Ron Burgundy,,,,,,,,,,,"$25,000,000"
Angels & Demons,,,,,,,,,,,"$150,000,000"
Angela's Ashes,,,,,,,,,,,"$25,000,000"
Angel Eyes,,,,,,,,,,,"$38,000,000"
Anger Management,,,,,,,,,,,"$56,000,000"
A Night at the Roxbury,,,,,,,,,,,"$17,000,000"
The Animal,,,,,,,,,,,"$22,000,000"
Anna and the King,,,,,,,,,,,"$75,000,000"
Analyze That,,,,,,,,,,,"$60,000,000"
Analyze This,,,,,,,,,,,"$30,000,000"
The Ant Bully,,,,,,,,,,,"$45,000,000"
Antitrust,,,,,,,,,,,"$30,000,000"
Marie Antoinette,,,,,,,,,,,"$40,000,000"
Antz,,,,,,,,,,,"$60,000,000"
Anywhere But Here,,,,,,,,,,,"$23,000,000"
Appaloosa,,,,,,,,,,,"$20,000,000"
Apocalypto,,,,,,,,,,,"$40,000,000"
Pieces of April,,,,,,,,,,,"$300,000"
The Apostle,,,,,,,,,,,"$5,000,000"
Aquamarine,,,,,,,,,,,"$17,000,000"
Ararat,,,,,,,,,,,"$15,500,000"
Are We There Yet?,,,,,,,,,,,"$20,000,000"
Arlington Road,,,,,,,,,,,"$21,500,000"
Hey Arnold! The Movie,,,,,,,,,,,"$10,000,000"
Against the Ropes,,,,,,,,,,,"$39,000,000"
King Arthur,,,,,,,,,,,"$90,000,000"
Arthur et les Minimoys,,,,,,,,,,,"$80,000,000"
Artificial Intelligence: AI,,,,,,,,,,,"$90,000,000"
The Art of War,,,,,,,,,,,"$40,000,000"
Astro Boy,,,,,,,,,,,"$65,000,000"
A Serious Man,,,,,,,,,,,"$7,000,000"
The Astronaut Farmer,,,,,,,,,,,"$13,000,000"
As Good as it Gets,,,,,,,,,,,"$50,000,000"
A Single Man,,,,,,,,,,,"$7,000,000"
A Simple Plan,,,,,,,,,,,"$17,000,000"
Assault On Precinct 13,,,,,,,,,,,"$30,000,000"
The Astronaut's Wife,,,,,,,,,,,"$34,000,000"
The A-Team,,,,,,,,,,,"$110,000,000"
At First Sight,,,,,,,,,,,"$40,000,000"
Aqua Teen Hunger Force: The Movie,,,,,,,,,,,"$750,000"
ATL,,,,,,,,,,,"$17,000,000"
Atlantis: The Lost Empire,,,,,,,,,,,"$90,000,000"
Hearts in Atlantis,,,,,,,,,,,"$31,000,000"
Autumn in New York,,,,,,,,,,,"$40,000,000"
Atonement,,,,,,,,,,,"$30,000,000"
The Rules of Attraction,,,,,,,,,,,"$4,000,000"
August Rush,,,,,,,,,,,"$25,000,000"
Across the Universe,,,,,,,,,,,"$45,000,000"
Austin Powers: The Spy Who Shagged Me,,,,,,,,,,,"$35,000,000"
Austin Powers in Goldmember,,,,,,,,,,,"$63,000,000"
Austin Powers: International Man of Mystery,,,,,,,,,,,"$18,000,000"
Australia,,,,,,,,,,,"$78,000,000"
Auto Focus,,,,,,,,,,,"$7,000,000"
The Aviator,,,,,,,,,,,"$110,000,000"
AVP: Alien Vs. Predator,,,,,,,,,,,"$70,000,000"
Awake,,,,,,,,,,,"$8,600,000"
And When Did You Last See Your Father?,,,,,,,,,,,"$8,000,000"
Away We Go,,,,,,,,,,,"$21,000,000"
Don't Say a Word,,,,,,,,,,,"$50,000,000"
Babe: Pig in the City,,,,,,,,,,,"$80,000,000"
Babel,,,,,,,,,,,"$20,000,000"
Babylon A.D.,,,,,,,,,,,"$45,000,000"
My Baby's Daddy,,,,,,,,,,,"$12,000,000"
Super Babies: Baby Geniuses 2,,,,,,,,,,,"$20,000,000"
Baby Geniuses,,,,,,,,,,,"$13,000,000"
Bad Boys II,,,,,,,,,,,"$130,000,000"
Bad Company,,,,,,,,,,,"$70,000,000"
La mala educaciÛn,,,,,,,,,,,"$5,000,000"
Bad Lieutenant: Port of Call New Orleans,,,,,,,,,,,"$25,000,000"
The Bad News Bears,,,,,,,,,,,"$35,000,000"
Burn After Reading,,,,,,,,,,,"$37,000,000"
Bait,,,,,,,,,,,"$35,000,000"
Boys and Girls,,,,,,,,,,,"$16,000,000"
Black and White,,,,,,,,,,,"$10,000,000"
Bangkok Dangerous,,,,,,,,,,,"$45,000,000"
The Banger Sisters,,,,,,,,,,,"$10,000,000"
Les invasions barbares,,,,,,,,,,,"$5,000,000"
Barney's Great Adventure,,,,,,,,,,,"$15,000,000"
Basic Instinct 2,,,,,,,,,,,"$70,000,000"
Basic,,,,,,,,,,,"$50,000,000"
Batman Begins,,,,,,,,,,,"$150,000,000"
Battlefield Earth: A Saga of the Year 3000,,,,,,,,,,,"$80,000,000"
Bats,,,,,,,,,,,"$6,500,000"
The Battle of Shaker Heights,,,,,,,,,,,"$1,000,000"
Baby Boy,,,,,,,,,,,"$16,000,000"
The Curious Case of Benjamin Button,,,,,,,,,,,"$160,000,000"
Baby Mama,,,,,,,,,,,$nan
Bless the Child,,,,,,,,,,,"$40,000,000"
The Bachelor,,,,,,,,,,,"$21,000,000"
The Broken Hearts Club: A Romantic Comedy,,,,,,,,,,,"$1,000,000"
Be Cool,,,,,,,,,,,"$75,000,000"
Big Daddy,,,,,,,,,,,"$30,000,000"
Bedazzled,,,,,,,,,,,"$48,000,000"
Body of Lies,,,,,,,,,,,"$67,500,000"
Blood Diamond,,,,,,,,,,,"$100,000,000"
Mr. Bean's Holiday,,,,,,,,,,,"$25,000,000"
Beautiful,,,,,,,,,,,"$9,000,000"
Beavis and Butt-head Do America,,,,,,,,,,,"$12,000,000"
Bend it Like Beckham,,,,,,,,,,,"$5,000,000"
In the Bedroom,,,,,,,,,,,"$1,700,000"
Bee Movie,,,,,,,,,,,"$150,000,000"
Artie Lange's Beer League,,,,,,,,,,,"$2,800,000"
Being John Malkovich,,,,,,,,,,,"$13,000,000"
Behind Enemy Lines,,,,,,,,,,,"$40,000,000"
Bella,,,,,,,,,,,"$3,300,000"
Beloved,,,,,,,,,,,"$53,000,000"
Les Triplettes de Belleville,,,,,,,,,,,"$2,000,000"
Beyond the Mat,,,,,,,,,,,"$500,000"
The Benchwarmers,,,,,,,,,,,"$35,000,000"
The Last Airbender,,,,,,,,,,,"$150,000,000"
Beowulf,,,,,,,,,,,"$150,000,000"
The Importance of Being Earnest,,,,,,,,,,,"$15,000,000"
Beauty Shop,,,,,,,,,,,"$25,000,000"
Better Luck Tomorrow,,,,,,,,,,,"$250,000"
Big Fat Liar,,,,,,,,,,,"$15,000,000"
Big Fish,,,,,,,,,,,"$70,000,000"
Before Sunset,,,,,,,,,,,"$2,000,000"
The Big Hit,,,,,,,,,,,"$13,000,000"
Birthday Girl,,,,,,,,,,,"$13,000,000"
The Big Lebowski,,,,,,,,,,,"$15,000,000"
Big Momma's House,,,,,,,,,,,"$33,000,000"
Black Hawk Down,,,,,,,,,,,"$95,000,000"
Eye of the Beholder,,,,,,,,,,,"$15,000,000"
The Big Bounce,,,,,,,,,,,"$50,000,000"
Big Trouble,,,,,,,,,,,"$45,000,000"
Billy Elliot,,,,,,,,,,,"$5,000,000"
Bicentennial Man,,,,,,,,,,,"$90,000,000"
Birth,,,,,,,,,,,"$20,000,000"
Becoming Jane,,,,,,,,,,,"$16,500,000"
Bridget Jones: The Edge Of Reason,,,,,,,,,,,"$50,000,000"
Bridget Jones's Diary,,,,,,,,,,,"$25,000,000"
The Bank Job,,,,,,,,,,,"$20,000,000"
Blade,,,,,,,,,,,"$45,000,000"
The Blair Witch Project,,,,,,,,,,,"$600,000"
Blast from the Past,,,,,,,,,,,"$35,000,000"
Blade 2,,,,,,,,,,,"$54,000,000"
Blade: Trinity,,,,,,,,,,,"$65,000,000"
Blades of Glory,,,,,,,,,,,"$61,000,000"
The Blind Side,,,,,,,,,,,"$35,000,000"
Blood Work,,,,,,,,,,,"$50,000,000"
Zwartboek,,,,,,,,,,,"$22,000,000"
Black Christmas,,,,,,,,,,,"$9,000,000"
Black Snake Moan,,,,,,,,,,,"$15,000,000"
Black Water Transit,,,,,,,,,,,"$35,000,000"
Blindness,,,,,,,,,,,"$25,000,000"
"Legally Blonde 2: Red, White & Blonde",,,,,,,,,,,"$25,000,000"
Legally Blonde,,,,,,,,,,,"$18,000,000"
Blood and Wine,,,,,,,,,,,"$26,000,000"
Blow,,,,,,,,,,,"$30,000,000"
Ballistic: Ecks vs. Sever,,,,,,,,,,,"$70,000,000"
Blue Crush,,,,,,,,,,,"$30,000,000"
Bamboozled,,,,,,,,,,,"$10,000,000"
A Beautiful Mind,,,,,,,,,,,"$78,000,000"
Big Momma's House 2,,,,,,,,,,,"$40,000,000"
"Story of Bonnie and Clyde, The",,,,,,,,,,,"$20,000,000"
The Boondock Saints,,,,,,,,,,,"$7,000,000"
Bandidas,,,,,,,,,,,"$35,000,000"
Bandits,,,,,,,,,,,"$75,000,000"
Bobby,,,,,,,,,,,"$14,000,000"
The Book of Eli,,,,,,,,,,,"$80,000,000"
Boogeyman,,,,,,,,,,,"$20,000,000"
Bolt,,,,,,,,,,,"$150,000,000"
The Other Boleyn Girl,,,,,,,,,,,"$40,000,000"
The Bone Collector,,,,,,,,,,,"$48,000,000"
Bones,,,,,,,,,,,"$10,000,000"
Bon Voyage,,,,,,,,,,,"$20,000,000"
Boogie Nights,,,,,,,,,,,"$15,000,000"
Borat,,,,,,,,,,,"$18,000,000"
The Bourne Identity,,,,,,,,,,,"$60,000,000"
The Bourne Supremacy,,,,,,,,,,,"$85,000,000"
The Bourne Ultimatum,,,,,,,,,,,"$130,000,000"
The Borrowers,,,,,,,,,,,"$29,000,000"
My Boss's Daughter,,,,,,,,,,,"$14,000,000"
Bounce,,,,,,,,,,,"$35,000,000"
Bowling for Columbine,,,,,,,,,,,"$3,000,000"
Boys Don't Cry,,,,,,,,,,,"$2,000,000"
The Boy in the Striped Pyjamas,,,,,,,,,,,"$12,500,000"
Bulletproof Monk,,,,,,,,,,,"$52,000,000"
Heartbreakers,,,,,,,,,,,"$38,000,000"
Bride & Prejudice,,,,,,,,,,,"$7,000,000"
Beyond Borders,,,,,,,,,,,"$60,000,000"
Bride Wars,,,,,,,,,,,"$30,000,000"
Breakfast of Champions,,,,,,,,,,,"$12,000,000"
Brigham City,,,,,,,,,,,"$1,000,000"
Brick,,,,,,,,,,,"$450,000"
Bringing Out The Dead,,,,,,,,,,,"$32,000,000"
Breakdown,,,,,,,,,,,"$36,000,000"
Brooklyn's Finest,,,,,,,,,,,"$25,000,000"
Brokeback Mountain,,,,,,,,,,,"$13,900,000"
Breakin' All the Rules,,,,,,,,,,,"$9,000,000"
The Break Up,,,,,,,,,,,"$52,000,000"
An Alan Smithee Film: Burn Hollywood Burn,,,,,,,,,,,"$10,000,000"
Barney's Version,,,,,,,,,,,"$30,000,000"
Brooklyn Rules,,,,,,,,,,,"$8,000,000"
Boiler Room,,,,,,,,,,,"$9,000,000"
The Brothers Solomon,,,,,,,,,,,"$10,000,000"
The Brothers,,,,,,,,,,,"$6,000,000"
Brown Sugar,,,,,,,,,,,"$8,000,000"
Bright Star,,,,,,,,,,,"$8,500,000"
Brother,,,,,,,,,,,"$12,000,000"
In Bruges,,,,,,,,,,,"$15,000,000"
The Brown Bunny,,,,,,,,,,,"$10,000,000"
Barbershop 2: Back in Business,,,,,,,,,,,"$18,000,000"
Barbershop,,,,,,,,,,,"$12,000,000"
Best in Show,,,,,,,,,,,"$6,000,000"
Bad Santa,,,,,,,,,,,"$18,000,000"
Inglourious Basterds,,,,,,,,,,,"$70,000,000"
Blue Streak,,,,,,,,,,,"$36,000,000"
The Butterfly Effect,,,,,,,,,,,"$13,000,000"
"O Brother, Where Art Thou",,,,,,,,,,,"$26,000,000"
Batman & Robin,,,,,,,,,,,"$125,000,000"
Boat Trip,,,,,,,,,,,"$15,000,000"
Bubba Ho-Tep,,,,,,,,,,,"$1,000,000"
Bubble,,,,,,,,,,,"$1,600,000"
Bubble Boy,,,,,,,,,,,"$13,000,000"
Buffalo '66,,,,,,,,,,,"$1,500,000"
Buffalo Soldiers,,,,,,,,,,,"$15,000,000"
Bulworth,,,,,,,,,,,"$30,000,000"
W.,,,,,,,,,,,"$25,100,000"
Bowfinger,,,,,,,,,,,"$55,000,000"
Bewitched,,,,,,,,,,,"$80,000,000"
Barnyard: The Original Party Animals,,,,,,,,,,,"$51,000,000"
Beyond the Sea,,,,,,,,,,,"$24,000,000"
Cabin Fever,,,,,,,,,,,"$1,500,000"
CachÈ,,,,,,,,,,,"$8,000,000"
Cadillac Records,,,,,,,,,,,"$12,000,000"
Can't Hardly Wait,,,,,,,,,,,"$10,000,000"
Capote,,,,,,,,,,,"$7,000,000"
Sukkar banat,,,,,,,,,,,"$1,600,000"
Disney's A Christmas Carol,,,,,,,,,,,"$190,000,000"
The Rage: Carrie 2,,,,,,,,,,,"$21,000,000"
Cars,,,,,,,,,,,"$70,000,000"
Catch Me if You Can,,,,,,,,,,,"$52,000,000"
The Cat in the Hat,,,,,,,,,,,"$109,000,000"
Cats Don't Dance,,,,,,,,,,,"$32,000,000"
Catwoman,,,,,,,,,,,"$100,000,000"
Cecil B. Demented,,,,,,,,,,,"$10,000,000"
The Country Bears,,,,,,,,,,,"$20,000,000"
Center Stage,,,,,,,,,,,"$18,000,000"
The Corpse Bride,,,,,,,,,,,"$30,000,000"
Critical Care,,,,,,,,,,,"$12,000,000"
Connie & Carla,,,,,,,,,,,"$20,000,000"
Collateral Damage,,,,,,,,,,,"$85,000,000"
Crocodile Dundee in Los Angeles,,,,,,,,,,,"$25,000,000"
Celebrity,,,,,,,,,,,"$12,000,000"
The Cell,,,,,,,,,,,"$35,000,000"
Cellular,,,,,,,,,,,"$45,000,000"
City of Ember,,,,,,,,,,,"$38,000,000"
Charlie and the Chocolate Factory,,,,,,,,,,,"$150,000,000"
Catch a Fire,,,,,,,,,,,"$14,000,000"
Charlie's Angels: Full Throttle,,,,,,,,,,,"$120,000,000"
Charlie's Angels,,,,,,,,,,,"$90,000,000"
Chasing Amy,,,,,,,,,,,"$250,000"
Chicago,,,,,,,,,,,"$30,000,000"
Chicken Little,,,,,,,,,,,"$60,000,000"
Chicken Run,,,,,,,,,,,"$42,000,000"
Cheaper by the Dozen,,,,,,,,,,,"$40,000,000"
Cheaper by the Dozen 2,,,,,,,,,,,"$60,000,000"
Cheri,,,,,,,,,,,"$23,000,000"
Chill Factor,,,,,,,,,,,"$34,000,000"
Bride of Chucky,,,,,,,,,,,"$25,000,000"
Seed of Chucky,,,,,,,,,,,"$29,000,000"
Children of Men,,,,,,,,,,,"$76,000,000"
Chloe,,,,,,,,,,,"$13,000,000"
Love in the Time of Cholera,,,,,,,,,,,"$45,000,000"
Chocolat,,,,,,,,,,,"$25,000,000"
The Children of Huang Shi,,,,,,,,,,,"$20,000,000"
Les Choristes,,,,,,,,,,,"$5,500,000"
Chairman of the Board,,,,,,,,,,,"$7,000,000"
Chuck&Buck,,,,,,,,,,,"$250,000"
The Chumscrubber,,,,,,,,,,,"$6,800,000"
Charlotte's Web,,,,,,,,,,,"$82,500,000"
Cinderella Man,,,,,,,,,,,"$88,000,000"
A Cinderella Story,,,,,,,,,,,"$19,000,000"
City of Angels,,,,,,,,,,,"$55,000,000"
A Civil Action,,,,,,,,,,,"$60,000,000"
CJ7,,,,,,,,,,,"$20,000,000"
The Cookout,,,,,,,,,,,"$16,000,000"
The Claim,,,,,,,,,,,"$13,000,000"
The Santa Clause 2,,,,,,,,,,,"$65,000,000"
Cold Mountain,,,,,,,,,,,"$80,000,000"
Clean,,,,,,,,,,,"$10,000"
Click,,,,,,,,,,,"$82,500,000"
Code Name: The Cleaner,,,,,,,,,,,"$20,000,000"
Welcome to Collinwood,,,,,,,,,,,"$12,000,000"
Closer,,,,,,,,,,,"$35,000,000"
Clerks II,,,,,,,,,,,"$5,000,000"
Maid in Manhattan,,,,,,,,,,,"$55,000,000"
It's Complicated,,,,,,,,,,,"$75,000,000"
The Company,,,,,,,,,,,"$15,000,000"
Constantine,,,,,,,,,,,"$75,000,000"
The Contender,,,,,,,,,,,"$9,000,000"
Die F‰lscher,,,,,,,,,,,"$6,250,000"
Control,,,,,,,,,,,"$6,400,000"
Centurion,,,,,,,,,,,"$15,000,000"
Coach Carter,,,,,,,,,,,"$45,000,000"
Confessions of a Dangerous Mind,,,,,,,,,,,"$29,000,000"
Coco avant Chanel,,,,,,,,,,,"$23,000,000"
Code 46,,,,,,,,,,,"$7,500,000"
Agent Cody Banks 2: Destination London,,,,,,,,,,,"$26,000,000"
Agent Cody Banks,,,,,,,,,,,"$25,000,000"
Collateral,,,,,,,,,,,"$60,000,000"
College,,,,,,,,,,,"$6,000,000"
Company Man,,,,,,,,,,,"$12,000,000"
Come Early Morning,,,,,,,,,,,"$6,000,000"
Con Air,,,,,,,,,,,"$80,000,000"
Confidence,,,,,,,,,,,"$15,000,000"
Conspiracy Theory,,,,,,,,,,,"$80,000,000"
Contact,,,,,,,,,,,"$90,000,000"
The Cooler,,,,,,,,,,,"$4,000,000"
Copying Beethoven,,,,,,,,,,,"$11,000,000"
Corky Romano,,,,,,,,,,,"$11,000,000"
Coraline,,,,,,,,,,,"$60,000,000"
Confessions of a Teenage Drama Queen,,,,,,,,,,,"$15,000,000"
The Covenant,,,,,,,,,,,"$20,000,000"
Cop Land,,,,,,,,,,,"$15,000,000"
Couples Retreat,,,,,,,,,,,"$60,000,000"
Cradle Will Rock,,,,,,,,,,,"$32,000,000"
Crank,,,,,,,,,,,"$12,000,000"
Crash,,,,,,,,,,,"$10,000,000"
Crash,,,,,,,,,,,"$6,500,000"
The Crazies,,,,,,,,,,,"$20,000,000"
Crazy in Alabama,,,,,,,,,,,"$15,000,000"
The Crew,,,,,,,,,,,"$23,000,000"
Cradle 2 the Grave,,,,,,,,,,,"$25,000,000"
Crocodile Hunter: Collision Course,,,,,,,,,,,"$12,500,000"
The In Crowd,,,,,,,,,,,"$15,000,000"
The Corruptor,,,,,,,,,,,"$10,000,000"
Man cheng jin dai huang jin jia,,,,,,,,,,,"$45,000,000"
Crossover,,,,,,,,,,,"$5,600,000"
Crossroads,,,,,,,,,,,"$12,000,000"
The Count of Monte Cristo,,,,,,,,,,,"$40,000,000"
Cruel Intentions,,,,,,,,,,,"$11,000,000"
The Cry of the Owl,,,,,,,,,,,"$11,500,000"
Cry Wolf,,,,,,,,,,,"$1,000,000"
Crazy Heart,,,,,,,,,,,"$8,500,000"
crazy/beautiful,,,,,,,,,,,"$13,000,000"
The Last Castle,,,,,,,,,,,"$60,000,000"
Clockstoppers,,,,,,,,,,,"$26,000,000"
Catch That Kid,,,,,,,,,,,"$18,000,000"
Cats & Dogs,,,,,,,,,,,"$60,000,000"
The City of Your Final Destination,,,,,,,,,,,"$8,300,000"
Cidade de Deus,,,,,,,,,,,"$3,300,000"
City of Ghosts,,,,,,,,,,,"$17,500,000"
City by the Sea,,,,,,,,,,,"$40,000,000"
The Cube,,,,,,,,,,,"$250,000"
Coyote Ugly,,,,,,,,,,,"$45,000,000"
Curious George,,,,,,,,,,,"$50,000,000"
Cursed,,,,,,,,,,,"$35,000,000"
Civil Brand,,,,,,,,,,,"$500,000"
Cloudy with a Chance of Meatballs,,,,,,,,,,,"$100,000,000"
Charlie Wilson's War,,,,,,,,,,,"$75,000,000"
Cyrus,,,,,,,,,,,"$7,000,000"
Daddy Day Camp,,,,,,,,,,,"$76,000,000"
Daddy Day Care,,,,,,,,,,,"$60,000,000"
The Black Dahlia,,,,,,,,,,,"$60,000,000"
Diary of a Mad Black Woman,,,,,,,,,,,"$5,500,000"
Dance Flick,,,,,,,,,,,"$25,000,000"
"Dancer, Texas Pop. 81",,,,,,,,,,,"$2,300,000"
